,Link,Text,Label
0,https://t.me/c/1376264484/328,"Просто слухайте цей діалог. Ні, це не нарізка і фільм Тарантіно.",True
1,https://t.me/c/1376264484/338,️ Рубль став найнестабільнішою валютою у всьому світі,True
2,https://t.me/c/1376264484/350,Перше звернення мера Мелітополя Івана Федорова після звільнення,True
3,https://t.me/c/1376264484/361,"Росія загрожує Боснії ""українським сценарієм"" через її можливе вступ до НАТО.",True
4,https://t.me/c/1376264484/366,"Енергоатом повідомив, що окупанти пошкодили високовольтну лінію електропередач Запорізька АЕС — Каховська.",True
5,https://t.me/c/1376264484/376,Макрон закликає готуватися до великої війни у ​​Європі:,True
6,https://t.me/c/1376264484/386,"Байден має намір заявити Сі Цзіньпіну, що США вживуть заходів, якщо з'ясується, що Китай підтримує дії Росії в Україні",True
7,https://t.me/c/1376264484/391,Урядові літаки РФ здійснили незвичайні рейси з Москви до Сибіру,True
8,https://t.me/c/1376264484/397,"У Києві обстріляно житловий квартал у Подільському районі, — КМДА",True
9,https://t.me/c/1376264484/400,У США запропонували заблокувати російських користувачів на криптобіржах,True
10,https://t.me/c/1376264484/425,Володимир Зеленський записав нове звернення:,True
11,https://t.me/c/1376264484/433,У Запоріжжі встановили могильну пам'ятку путіну.,True
12,https://t.me/c/1376264484/452,Нормальна російська жінка Тамара прокинулася в холодному поті та…,True
13,https://t.me/c/1376264484/455,Так виглядає Маріуполь після багатоденного обстрілу,True
14,https://t.me/c/1376264484/463,Зеленський підписав закон про продовження терміну дії військового стану в Україні на 30 діб із 26 березня.,True
15,https://t.me/c/1376264484/477,"Гордон відреагував на порушення проти нього кримінальної справи в Росії і заявив, що Гаага чекає на Путіна і що президент Росії є військовим злочинцем.",True
16,https://t.me/c/1376264484/495,"Глава дипломатії ЄС про фінал війни РФ проти України: все вирішиться у найближчі 15 днів, а те, що роблять українці – увійде в історію",True
17,https://t.me/c/1376264484/500,Російські ЗМІ повідомляють про смерть Жириновського.,True
18,https://t.me/c/1376264484/508,Шойгу має інфаркт. Тому він не з'являється на офіційних заходах із середини березня.,True
19,https://t.me/c/1376264484/516,"Схоже, росія дає знати Польщі, що їхні ракети можуть долетіти і до Байдена, що за 80 км від кордону з Україною. Американці обіцяють, що мова Байдена у Варшаві буде історичною.",True
20,https://t.me/c/1376264484/528,"П'яне чмо в Москві пристало до українців і спробувало розповісти, що він зробить з їхніми дітьми.",True
21,https://t.me/c/1376264484/559,Арестович також відреагував на заяви з боку РФ про обстріл нафтобази у Білгороді українською авіацією,True
22,https://t.me/c/1376264484/591,"Лукашенко заявив, що Білорусь провела в Україні ""спецоперацію"" зі звільнення білоруських громадян",True
23,https://t.me/c/1376264484/728,"За крейсером Москва. Інформація про те, чи потонув він",True
24,https://t.me/c/1376264484/733,"Чоловіків призовного віку залучатимуть до відновлення міст. Вони не підлягатимуть мобілізації, -",True
25,https://t.me/c/1376264484/761,"Російським військовим не вдалося евакуювати екіпаж крейсера ""Москва"", що затонув.",True
26,https://t.me/c/1376264484/766,Херсон24 оккупанти запустили пропагандистський канал у Херсонській області.,True
27,https://t.me/c/1376264484/769,Окупаційна влада так званих «ЛНР» та «ДНР» мобілізує,True
28,https://t.me/c/1376264484/781,"За словами Арестовича, якщо загинуть захисники Маріуполя, то Україна, як і сказав Зеленський, вийде з переговорів із Росією",True
29,https://t.me/c/1376264484/816,"️Народний депутат Княжицький повідомив, що внаслідок обстрілів у Львові є загиблі та поранені",True
30,https://t.me/c/1376264484/824,Затриманий СБУ нардеп Віктор Медведчук звернувся до Президента України Володимира Зеленського та Президента РФ Володимира Путіна з пропозицією обміняти його на захисників та мешканців Маріуполя,True
31,https://t.me/c/1376264484/851,Нові поставки техніки на озброєння ЗСУ від рішки,True
32,https://t.me/c/1376264484/864,"Потужно засунув. Лаконічно, головне. Ну як завжди",True
33,https://t.me/c/1376264484/866,Свіжі заяви Арестовича щодо ситуації на Сході України,True
34,https://t.me/c/1376264484/915,На відновлення Ірпеня знадобиться близько $1 млрд.,True
35,https://t.me/c/1376264484/922,Росія за добу 21 раз обстріляла Донецьку область: є загиблі та поранені,True
36,https://t.me/c/1376264484/928,"Президент США Джо Байден заявив, що Штати направлятимуть більше артилерійських озброєнь Україні, - Reuters",True
37,https://t.me/c/1376264484/940,Програма TikTok стала недоступною для завантаження в російському App Store,True
38,https://t.me/c/1376264484/943,Артилерія ЗСУ розчищає поля від ворожої техніки,True
39,https://t.me/c/1376264484/951,"«Росія передала Україні проект документа з чіткими формулюваннями і чекає на відповідь, м'яч на стороні Києва, заявив Пєсков.",True
40,https://t.me/c/1376264484/959,Сьогодні в Єльську (Білорусь) відбувалося навантаження техніки на ешелони біля залізничного вокзалу,True
41,https://t.me/c/1376264484/969,Артилерія ЗСУ розчищає поля від ворожої техніки,True
42,https://t.me/c/1376264484/976,Мер Миколаєва підтверджує вибухи у місті та просить перебувати у безпечному місці.,True
43,https://t.me/c/1376264484/978,"Японія офіційно скасувала торговий статус Росії ""найбільшого сприяння"" через вторгнення в Україну.",True
44,https://t.me/c/1376264484/999,"Околиці селища Мангуш, де відбуваються масові поховання маріупольців, убитих російською армією",True
45,https://t.me/c/1376264484/1000,"Справжнє обличчя російського солдата1995 рік, Чечня",True
46,https://t.me/c/1376264484/1009,"Україна зараз має більше танків, ніж Росія",True
47,https://t.me/c/1376264484/1013,"У Росії все настільки погано, що голова держради анексованого Криму просить людей скинутися на новий крейсер",True
48,https://t.me/c/1376264484/1017,Зловили і по черзі покарали мародерку Відео повністю -,True
49,https://t.me/c/1376264484/1019,️Президент Зеленський створив Нацраду з відновлення України після війни,True
50,https://t.me/c/1376264484/1024,Інвестори йдуть з Росії Більше 75% іноземних компаній згорнули свою діяльність у Росії,True
51,https://t.me/c/1376264484/1027,"Понад 594 дітей постраждали внаслідок повномасштабної агресії Росії в Україні,",True
52,https://t.me/c/1376264484/1028,Світовий банк оцінив збитки інфраструктурі України в $60 млрд - президент СБ Девід Малпас,True
53,https://t.me/c/1376264484/1029,Американський Інститут вивчення війни опублікував актуальну карту бойових дій в Україні,True
54,https://t.me/c/1376264484/1031,"Німеччина виділяє Україні екстрену допомогу у розмірі 37 млн ​​євро, - міністр економічного розвитку Свенья Шульце газеті Augsburger Allgemeine",True
55,https://t.me/c/1376264484/1046,"Німеччина не може передати на прохання України важке озброєння, яким користується Бундесвер через загрозу російській агресії проти НАТО канцлер Олаф Шольц в інтерв'ю Spiegel",True
56,https://t.me/c/1376264484/1053,"Терорист і колишній ФСБшник Ігор Стрєлков-Гіркін підтвердив повідомлення, що з'являлися раніше, що на території так званих",True
57,https://t.me/c/1376264484/1057,Окупанти зруйнували майже 3 тисячі пам'ятників на цвинтарі Яцеве у Чернігові.,True
58,https://t.me/c/1376264484/1066,"Британія не даватиме Україні гарантії безпеки, аналогічні 5-й статті статуту НАТО, - Борис Джонсон",True
59,https://t.me/c/1376264484/1072,"Держприкордонслужба повідомляє, що на в'їзд в Україну з боку Польщі утворилася черга",True
60,https://t.me/c/1376264484/1079,"Телеканал «Україна24» повідомляє, що хакери зламали ефір національного телемарафону. У рядку, що біжить, з'являється повідомлення:",True
61,https://t.me/c/1376264484/1080,Переговори щодо гарантій безпеки для України з країнами-партнерами завершаться протягом тижня.,True
62,https://t.me/c/1376264484/1086,"️Контрнаступ ЗСУ на Маріуполь буде 101%, - Арестович",True
63,https://t.me/c/1376264484/1087,"Важливий виступ Президента: ""Мрія рашиста - вкрасти унітаз і померти""",True
64,https://t.me/c/1376264484/1098,"Росія могла використовувати в Маріуполі сльозогінний газ, змішаний із хімічними речовинами",True
65,https://t.me/c/1376264484/1102,️Прогноз по війні та ядерній атаці від Американського Інституту вивчення війни на найближчий час:,True
66,https://t.me/c/1376264484/1103,Просто та доступно про безглуздість тактичної ядерної зброї у війні рашистів з Україною від фізика-ядерника.,True
67,https://t.me/c/1376264484/1121,Прикордонна служба України заявила про обстріл Чернігівської області з боку Росії,True
68,https://t.me/c/1376264484/1133,У Києві під час повітряної тривоги зупинятимуть рух поїздів метро.,True
69,https://t.me/c/1376264484/1140,Одеські ЗМІ пишуть про не менше трьох загиблих внаслідок сьогоднішнього удару по місту.,True
70,https://t.me/c/1376264484/1164,Завтра в Україну приїдуть держсек США Блінкен і міністр оборони США.,True
71,https://t.me/c/1376264484/1176,"В Україні скоротять кількість пунктів пропуску, через які можна безкоштовно ввозити машини з ЄС.",True
72,https://t.me/c/1376264484/1181,"Зеленський: «Хоч би війна закінчилася, гарантії безпеки нам потрібні, ми на цьому наполягатимемо і впевнені, що отримаємо результат».",True
73,https://t.me/c/1376264484/1187,"Журналістка розплакалася на словах президента про те, що багато українців втратили дітей.",True
74,https://t.me/c/1376264484/1188,"Голова РНБО Данилов порадив нардепам ""ОПЗЖ"" піти з Верховної ради, бо наші війська ""винесуть їх уперед ногами і не факт, що живими""",True
75,https://t.me/c/1376264484/1214,Штат Західна Вірджинія відправить в Україну бронетранспортери M-113.,True
76,https://t.me/c/1376264484/1217,"Бойова активність окупантів, ймовірно, знижується, - британська розвідка.",True
77,https://t.me/c/1376264484/1233,Максим Галкін відреагував на вбивство 3-місячної дитини в Одесі.,True
78,https://t.me/c/1376264484/1235,"Українці масово відмовляються від «допомоги» ворогів на тимчасово окупованих територіях, -",True
79,https://t.me/c/1376264484/1238,Німеччина передасть сотню важких тягачів MAN HX81 для сил оборони України,True
80,https://t.me/c/1376264484/1240,"Через два-три тижні закінчиться наступ. А разом з ним, цілком можливо, закінчиться і активна фаза війни, тому що російським військам більше нема чим наступати",True
81,https://t.me/c/1376264484/1241,Мітинг на підтримку України у Нью-Йорку. Учасники акції скандують «Азов»,True
82,https://t.me/c/1376264484/1243,Британія планує передати Україні 45 тис артилерійських снарядів та 20 самохідних артилерійських установок AS-90.,True
83,https://t.me/c/1376264484/1247,Київ та Гамбург стали стратегічними партнерами та домовилися про підтримку у кризові часи,True
84,https://t.me/c/1376264484/1252,Наші герої: Більше 80% поранених українських військових після лікування повертаються до ладу,True
85,https://t.me/c/1376264484/1253,Зі США до Польщі прибули не менше шести американських важких транспортних літаків,True
86,https://t.me/c/1376264484/1271,З'явилися і дані французьких exit-pools. Усі віддають перемогу Макрону:,True
87,https://t.me/c/1376264484/1295,ВСУ відновили контроль над 5 населеними пунктами Миколаївської області.,True
88,https://t.me/c/1376264484/1296,"У російському місті Брянськ, що знаходиться поряд із кордоном України, загорілася вночі нафтобаза",True
89,https://t.me/c/1376264484/1315,Вночі окупанти обстріляли із систем залпового вогню Новолатовську громаду Дніпропетровської області.,True
90,https://t.me/c/1376264484/1324,"Вся Луганська область залишилася без світла через те, що військовослужбовці РФ знеструмили нову Кремінську підстанцію з напругою 500 кВ.",True
91,https://t.me/c/1376264484/1335,Російські окупанти цинічно розстрілюють школярів та людей похилого віку на півдні України,True
92,https://t.me/c/1376264484/1339,"У Росії заявили, що з Україною «йдуть інтенсивні переговори у відеорежимі», але про зустріч глав МЗС Лаврова та Кулеби поки що не йдеться. За словами заступника глави МЗС РФ",True
93,https://t.me/c/1376264484/1345,Фінляндія уповільнює процес подання заявки на вступ до НАТО,True
94,https://t.me/c/1376264484/1371,️Між Сумами та Києвом відновлюється залізничне сполучення.,True
95,https://t.me/c/1376264484/1389,"️Отакої. ""Солдат армії РФ з Криму, якому дзвонила дружина з дому та обговорювала, що ґвалтуючи українок, треба оберігатися - взято в полон ЗСУ під Ізюмом"", -",True
96,https://t.me/c/1376264484/1400,"від навантаження тг кладе, якщо зависне публікуватимемо інфу в нашому Instagram",True
97,https://t.me/c/1376264484/1401,️Швеція передасть ЗСУ партію САУ FH77 BW Archer,True
98,https://t.me/c/1376264484/1407,Найбільший європейський лоукостер Ryanair розраховує відновити польоти з України восени,True
99,https://t.me/c/1376264484/1436,Британська розвідка щодо ситуації в Україні на 62-й день війни:,True
100,https://t.me/c/1376264484/1440,Росіяни можуть планувати провокаційні вибухи на греблі Карлівського водосховища Донецької області,True
101,https://t.me/c/1376264484/1461,"Так звана Рада безпеки Придністров'я повідомила про три «терористичні атаки» Нападу зазнали будівля МДБ, військова частина в селі Паркани та вишки радіотелецентру.",True
102,https://t.me/c/1376264484/1464,"У Німеччині на авіабазі ""Ramstein"" стартувало засідання з питань оборони України",True
103,https://t.me/c/1376264484/1465,У Великій Британії вважають законним право України завдавати ударів по території РФ.,True
104,https://t.me/c/1376264484/1468,У чотирьох прикордонних районах Сумської області цивільним особам на час воєнного стану заборонено носити військову форму,True
105,https://t.me/c/1376264484/1477,Німеччина поставить Україні зенітні самохідні установки Gepard,True
106,https://t.me/c/1376264484/1485,"️МВФ створив спеціальний адмінрахунок, через який Україна отримуватиме $5 млрд",True
107,https://t.me/c/1376264484/1488,У Херсоні військові Росії представили своїх голів міськради та облдержадміністрації.,True
108,https://t.me/c/1376264484/1490,Янукович у лютому таємно повертався до України,True
109,https://t.me/c/1376264484/1493,У Росії посилюють риторику щодо України - цього разу говорячи про перспективи розпаду на кілька держав.,True
110,https://t.me/c/1376264484/1497,"«Путін має зазнати поразки в Україні», – міністр оборони Великобританії Бен Уоллес.",True
111,https://t.me/c/1376264484/1502,Росія зупинила постачання газу до Польщі.,True
112,https://t.me/c/1376264484/1505,"Глава Міноборони США та шеф Пентагону Ллойд Остін заявив, що «США не хочуть розширення українського конфлікту на Молдову, продовжують вивчати повідомлення про інциденти у Придністров'ї».",True
113,https://t.me/c/1376264484/1507,"Американські дипломати вперше з початку війни повернулися до Львова, куди раніше і перебазувалося посольство США,",True
114,https://t.me/c/1376264484/1516,"Офіс Генсека ООН Антоніу Гутерріша повідомляє, що сьогоднішня зустріч Гутерріша з Путіним вже завершилася - вона тривала близько години, а частина її пройшла у форматі ""віч-на-віч""",True
115,https://t.me/c/1376264484/1518,Вицвіли кольори прапора на фасаді військкомату в Уфі,True
116,https://t.me/c/1376264484/1523,"️На Херсонському напрямку ЗСУ повернули повний контроль над 3 селами на захід від Снігурівки: Широке, Любине та Новопетрівка",True
117,https://t.me/c/1376264484/1524,У НАТО також прокоментували ситуацію у Придністров'ї,True
118,https://t.me/c/1376264484/1541,"️Держсекретар Ентоні Блінкен заявив: ""Росія зазнала невдачі у своїй місії з ліквідації суверенітету України"".",True
119,https://t.me/c/1376264484/1542,”Міністри оборони понад 40 країн завершили зустріч на базі ВПС США в Рамштайні,True
120,https://t.me/c/1376264484/1546,CNN з посиланням на джерело: Пентагон організував у Німеччині центр з координації постачання військової допомоги Україні.,True
121,https://t.me/c/1376264484/1559,"Так, добре. Тепер ще й пташиний грип.",True
122,https://t.me/c/1376264484/1568,Австралія направить в Україну шість гаубиць,True
123,https://t.me/c/1376264484/1579,"Влада Києва просить городян не відвідувати цвинтарі у поминальну неділю, яка цього року припадає на 1 травня.",True
124,https://t.me/c/1376264484/1597,Сьогоднішня мапа бойових дій в Україні від Міноборони Британії.,True
125,https://t.me/c/1376264484/1603,"Путін виступає в Раді законодавців Розповідає про те, звідки на Росію готувався напад",True
126,https://t.me/c/1376264484/1604,Серія заяв від Путіна щодо України та геополітичної ситуації у світі.,True
127,https://t.me/c/1376264484/1606,"Путін: в Україні застосовувалася практика вбивств журналістів прямо на вулицях, а тепер цю практику вирішили перенести до Росії",True
128,https://t.me/c/1376264484/1607,Орки прагнуть захопити два населені пункти в Харківській області,True
129,https://t.me/c/1376264484/1627,Збірна України з хокею у своєму першому матчі на чемпіонаті світу-2022 здобула розгромну перемогу над командою Сербії з рахунком 7:0.,True
130,https://t.me/c/1376264484/1668,"Орки стратили українців біля Донецька, які намагалися здатися в полон.",True
131,https://t.me/c/1376264484/1669,"Повернення Херсонської області під контроль України виключено, заявив гауляйтер військово-цивільної адміністрації Кирило Стремоусов.",True
132,https://t.me/c/1376264484/1674,"У США показали, як вантажать 155-мм гаубиці для України",True
133,https://t.me/c/1376264484/1679,Міноборони Великобританії публікує щоденне зведення про події в Україні,True
134,https://t.me/c/1376264484/1682,️Держава планує надати майже 600 000 квартир для забезпечення переселенців житлом,True
135,https://t.me/c/1376264484/1689,"У невизнаному Придністров'ї оголосили військові збори, повідомляє ГУР МО.",True
136,https://t.me/c/1376264484/1704,"️Сьогодні в Якимівці під Мелітополем підірвали залізничний міст, яким окупанти доставляли зброю та паливо з Криму, — ЗМІ",True
137,https://t.me/c/1376264484/1709,"Можливість проведення у Херсонській області референдуму чи створення ""народної республіки"" не обговорюється.",True
138,https://t.me/c/1376264484/1711,Парламент Канади одноголосно визнав дії Росії в Україні геноцидом.,True
139,https://t.me/c/1376264484/1716,"Відбулася самоліквідація залізничного мосту в Якимівці Мелітопольського району, - речник Одеської ОВА Братчук",True
