,Link,Text,Label
0,https://t.me/c/1376264484/11946,За добу в Україні виявили 13 562 нових випадків Covid-19,True
1,https://t.me/c/1376264484/11947,"Безповоротні втрати економіки України зараз – $2-3 млрд/місяць через повідомлення про вторгнення РФ, - заступник глави Офісу президента Ростислав Шурма.",True
2,https://t.me/c/1376264484/11948,️Путін збирає раду безпеки Росії,True
3,https://t.me/c/1376264484/11952,У РНБО відповіли на звинувачення РФ в обстрілі прикордонного пункту,True
4,https://t.me/c/1376264484/11957,"Російські військові повідомили, що знищили дві БМП української армії.",True
5,https://t.me/c/1376264484/11958,ВСУ спростувало заяви Російської Федерації про вторгнення українських диверсантів на територію РФ.,True
6,https://t.me/c/1376264484/11959,"Путін розпочав позачергове засідання Ради безпеки РФ. ""маючи на увазі звернення про визнання суверенітету ""ДНР"" та ""ЛНР"".",True
7,https://t.me/c/1376264484/11960,"""Єдина Росія"" готова розглянути і підтримати можливе звернення президента щодо визнання ""ДНР"" і ""ЛНР""",True
8,https://t.me/c/1376264484/11962,"Глава ФСБ Олександр Бортніков повідомив, що російські силовики захопили українського військового в полон",True
9,https://t.me/c/1376264484/11963,"️Рішення про ""визнання Л/ДНР"" буде ухвалено сьогодні - Путін",True
10,https://t.me/c/1376264484/11968,"Путін просився до НАТО 2000 року, але його не взяли.",True
11,https://t.me/c/1376264484/11972,️Прем'єр Польщі закликав терміново зібрати саміт ЄС та ввести проти РФ санкції,True
12,https://t.me/c/1376264484/11978,"️Канада рішуче засуджує рішення РФ про визнання ""Л/ДНР""",True
13,https://t.me/c/1376264484/11981,"️Путін сьогодні вночі може віддати наказ про висунення військ на територію визнаних незалежними ""ДНР"" та ""ЛНР""",True
14,https://t.me/c/1376264484/11982,"?Ймовірність введення російських військ у ""ЛНР"" та ""ДНР після підписання договорів про допомогу з Росії практично 100%",True
15,https://t.me/c/1376264484/11987,"У ВП заявили, що РНБО переведена в режим роботи 24/7.",True
16,https://t.me/c/1376264484/11988,️Екстренне засідання ООН щодо України очікується о 4 ранку за Київським часом,True
17,https://t.me/c/1376264484/11991,За добу в Україні виявили 24 440 нових випадків Covid-19,True
18,https://t.me/c/1376264484/11992,"Голова думського комітету з СНД Калашніков (КПРФ) заявив, що ""ЛНР"" і ""ДНР"" будуть визнані в межах Донецької та Луганської областей.",True
19,https://t.me/c/1376264484/11993,"️Калашніков спростував свої ж слова про визнання ""Л/ДНР"" у межах Донецької та Луганської областей.",True
